question|answer
"Her lectures were good, almost everything you need to know for the test will be on her slides, textbook was definitely not needed. She will give extra credit sometimes for showing up to class. There are four exams and no final, plus, she drops the lowest exam grade."| "1.0, 0.5"
"go to lectures and you'll be fine for the class. easy to follow and interesting lectures. loved her"| "1.0, 1.0"
"I took this course as a requirement for my major and it was definitely a GPA booster. Dr. Davis is really sweet and really funny. All you have to do is just read and study the slides to do well on the exams. You don't have to attend lecture, but its recommend it b/c she'll sometimes take attendance which can counted as extra credit points."| "0.5, 0.5"
"I graduated 4 years back. Still writing this review to say it was the best course i took during my masters. His lectures still help me to get right answers and right mindset in interviews. Please don't go for grade atleast this class. You will learn a lot and respect Balaji Sir after this class :)"| "1.0, -0.5"
"Be prepared to study only implementation during the entire semesters. Very heavy homeworks and coding intensive. This class is like a dry run for interviews. Don't take heavy subjects with this class otherwise you mind end up hating the subject like I did. DR. Balaji is highly respected and is like a mentor for everyone. Take if you like to code ."| "0.5, -1.0"
"Each dollar you pay for Prof. Balaji's course will be worth it for your entire life. You will learn a lot if you are attentive during lectures. Participate, ask questions, approach him during office hours and you will definitely observe the increase in your intellectual ability after this course ends."| "1.0, -0.0"
"Stay away! Exam 1 was OK. Questions were doable, covered stuff from class. Exam 2, we could chose between doing the hard or easy section of the exam. Doing the easy section meant the highest possible grade becomes a B+ in the class. He should've told us before the drop date. Hard part of the exam was not taught in class."| "-1.0, -1.0"
"Very stressful class. Tests are there to see how well you can regurgitate your lecture notes, but you get 4-6 page cheat sheets for tests. Class notes can go by fast, and some won't be uploaded to look at later."| "0.0, -1.0"
"Simply amazing. Lots of hard work required. Lots of practical assignments and projects. Guaranteed improvement in coding by the end of the course"| "1.0, -0.5"
"A very useful course for a job or internship. He gives 12 Short projects and 5 long projects. But short projects are from his class notes only and you will get to learn a lot of things. At the end of the semester, you will feel this course was worth taking in UTD (Even if you don't get the grade). Interesting lectures and he gains a lot of respect."| "1.0, -0.5"
"Does not have clear grading criteria, we started off with having only two projects to having 5 projects at the end. Exams are completely different from what he teaches in class."| "-1.0, -0.5"
"Take his class! One of the best professors I had. His class is challenging, but if you do the projects and study, your coding skills and knowledge will improve dramatically. If you are serious about being a programmer, his class is an absolute must!"| "1.0, -1.0"
"Will definitely make your skills better than what you had before"| "1.0, -0.5"
"He is a good professor, but do NOT take him unless you're fully confident with your programing abilities. you will have a weekely assignment which is only worth 10% and 2 quizes and 2 tests that are worth 90%. There are 5 projects that will take you days to complete. I have suffered enough in his class this semester."| "0.5, -1.0"
